flat_type,floor_area_sqm,lease_commence_date,latitude,longitude,monthly_rent,year,month,resale_price_index,average_school_rank
3,101.0,1996,1.343025566,103.9517598,2600,2021,5,146.4,97.83333333333333
2,67.0,1977,1.368457523,103.8445153,2450,2022,7,168.1,108.625
2,67.0,1983,1.344518043,103.7386303,1900,2022,3,159.5,129.5
3,101.0,1997,1.351604901,103.889849,2850,2022,2,159.5,86.11111111111111
2,88.0,1973,1.285438216,103.8321614,4600,2023,7,178.5,108.375
3,92.0,1981,1.374301144,103.8562356,3150,2023,7,178.5,108.625
3,101.0,1997,1.359575841,103.9341558,2750,2021,12,155.7,97.83333333333333
4,110.0,2003,1.285624598,103.8259233,3050,2022,5,163.9,108.375
3,93.0,2013,1.385144912,103.8992912,2300,2022,2,159.5,104.75
5,143.0,1998,1.338577829,103.745138,3250,2021,2,142.2,129.5
2,67.0,1979,1.366600453,103.8555788,2600,2021,12,155.7,108.625
5,150.0,1985,1.330673944,103.9087384,3150,2021,8,150.6,96.45454545454545
2,68.0,1984,1.431609912,103.8306141,2850,2023,6,176.2,99.1
5,152.0,1995,1.393171515,103.7461337,2200,2021,1,142.2,111.125
3,92.0,2016,1.407761431,103.900999,2400,2021,11,155.7,101.58333333333333
2,74.0,1984,1.334863952,103.8674116,2000,2021,12,155.7,90.875
2,68.0,1980,1.380361872,103.8423346,3350,2022,10,171.9,108.625
3,92.0,2016,1.409322675,103.9008018,2250,2022,1,159.5,101.58333333333333
4,117.0,2011,1.372076889,103.8527861,3050,2021,3,142.2,108.625
4,110.0,2000,1.386614515,103.906024,3700,2023,6,176.2,104.75
3,107.0,1991,1.343697388,103.6975705,2950,2022,9,168.1,91.46153846153847
3,98.0,1985,1.350599566,103.9540481,2850,2021,12,155.7,97.83333333333333
2,67.0,1978,1.334355934,103.9390327,3450,2023,4,176.2,96.45454545454545
3,96.0,2000,1.29308496,103.8107889,2600,2021,2,142.2,71.2
4,125.0,1996,1.378368761,103.9355882,4050,2023,6,176.2,120.85714285714286
4,121.0,1980,1.335973416,103.9236903,2750,2022,1,159.5,96.45454545454545
2,68.0,1982,1.338870889,103.7362185,3250,2023,6,176.2,129.5
2,67.0,1978,1.31535007,103.7708614,2100,2023,3,173.6,75.25
2,73.0,1978,1.363434432,103.8909776,1900,2022,8,168.1,86.11111111111111
3,94.0,2001,1.395521665,103.902214,2200,2022,5,163.9,104.75
3,92.0,2012,1.338180626,103.721189,2100,2021,5,146.4,91.46153846153847
3,91.0,1984,1.341714031,103.7367332,2300,2021,7,150.6,129.5
3,90.0,2002,1.347494155,103.7079409,2950,2022,1,159.5,91.46153846153847
2,74.0,1988,1.352211871,103.9313823,2000,2022,11,171.9,97.83333333333333
3,92.0,1978,1.327562572,103.9357346,2600,2022,5,163.9,96.45454545454545
4,120.0,1986,1.363346519,103.8348396,2550,2022,4,163.9,52.5
4,115.0,2000,1.394540687,103.905459,2200,2021,11,155.7,104.75
3,90.0,2003,1.285570416,103.8262762,2850,2022,5,163.9,108.375
3,95.0,2001,1.363877525,103.8520286,4200,2023,1,173.6,108.625
3,104.0,1997,1.356225723,103.9348389,2950,2023,2,173.6,97.83333333333333
2,67.0,1978,1.334355934,103.9390327,1700,2023,7,178.5,96.45454545454545
2,67.0,1984,1.346774967,103.7533359,1650,2021,8,150.6,97.66666666666667
4,122.0,1988,1.341140173,103.6859308,2000,2021,5,146.4,91.46153846153847
3,102.0,1998,1.344553267,103.7577214,2900,2021,10,155.7,97.66666666666667
3,92.0,2004,1.363939422,103.752556,2950,2022,5,163.9,97.66666666666667
4,110.0,2002,1.336123905,103.6982896,4200,2022,8,168.1,91.46153846153847
2,73.0,1988,1.373430254,103.7739241,1450,2022,10,171.9,108.0
3,92.0,1978,1.324218538,103.9398567,2400,2021,6,146.4,96.45454545454545
3,105.0,1985,1.353237675,103.8694125,4000,2023,6,176.2,69.0
2,67.0,1978,1.313744705,103.7677818,2300,2022,6,163.9,75.25
3,92.0,2008,1.381659187,103.8955049,3250,2022,6,163.9,104.75
3,100.0,1997,1.344797412,103.7471408,1900,2022,11,171.9,97.66666666666667
2,73.0,1980,1.443376098,103.7729181,1700,2022,3,159.5,109.63636363636364
4,122.0,1998,1.437696282,103.8015689,2100,2021,4,146.4,109.63636363636364
4,123.0,1999,1.444504744,103.818706,2100,2021,5,146.4,97.83333333333333
4,110.0,2001,1.379846762,103.7650757,2050,2021,4,146.4,108.0
5,130.0,2001,1.388359852,103.8931432,3700,2023,4,176.2,104.75
2,64.0,1985,1.352440857,103.8691775,1050,2023,5,176.2,69.0
2,68.0,1986,1.361316993,103.7477412,2100,2022,1,159.5,97.66666666666667
1,47.0,2012,1.391183805,103.8739461,1700,2021,4,146.4,104.75
3,105.0,1996,1.37647221,103.9327618,2300,2021,1,142.2,120.85714285714286
4,121.0,1987,1.419797493,103.8393128,2500,2022,9,168.1,99.1
3,91.0,1997,1.442880202,103.7988878,2750,2021,5,146.4,109.63636363636364
5,148.0,1993,1.344551834,103.6928373,2100,2021,2,142.2,91.46153846153847
2,68.0,1987,1.360664911,103.749321,2500,2021,7,150.6,97.66666666666667
5,150.0,1984,1.353456431,103.9468293,2750,2022,7,168.1,97.83333333333333
3,100.0,1998,1.384542267,103.7676839,1800,2021,10,155.7,108.0
2,88.0,1978,1.367487025,103.8496517,1800,2023,1,173.6,108.625
2,67.0,1983,1.338894938,103.7385551,2300,2023,2,173.6,129.5
4,110.0,2001,1.430584405,103.7962761,2300,2023,4,176.2,109.63636363636364
3,104.0,1985,1.348995003,103.7472582,2200,2021,9,150.6,97.66666666666667
3,82.0,1976,1.339515144,103.8579708,1750,2021,2,142.2,90.875
5,125.0,2002,1.343959799,103.7018955,1600,2023,2,173.6,91.46153846153847
2,68.0,1984,1.350900429,103.7448576,2850,2022,12,171.9,97.66666666666667
4,133.0,1985,1.347332586,103.7489904,2600,2021,2,142.2,97.66666666666667
5,144.0,1998,1.337869388,103.7441144,3550,2023,5,176.2,129.5
3,87.0,2012,1.36464707,103.84425,2950,2022,7,168.1,108.625
2,67.0,1985,1.358429525,103.871224,2100,2022,7,168.1,69.0
3,84.0,1985,1.434997806,103.8420692,2200,2021,6,146.4,99.1
2,67.0,1985,1.356316888,103.8731755,1850,2022,4,163.9,69.0
3,104.0,1984,1.348631074,103.9402904,2450,2021,3,142.2,97.83333333333333
3,84.0,1974,1.289285559,103.8034015,3150,2022,7,168.1,71.2
3,91.0,1981,1.352765258,103.8878761,2400,2021,11,155.7,86.11111111111111
3,90.0,2002,1.404678203,103.7468001,1950,2021,6,146.4,111.125
2,59.0,1977,1.323370149,103.9044037,1250,2022,6,163.9,82.28571428571429
3,88.0,1986,1.357866676,103.9536421,2200,2022,10,171.9,97.83333333333333
4,127.0,1998,1.34203077,103.7067806,2450,2021,2,142.2,91.46153846153847
2,73.0,1983,1.325442004,103.9262076,1950,2022,3,159.5,96.45454545454545
3,91.0,1982,1.316525427,103.852092,2500,2021,8,150.6,74.33333333333333
3,93.0,2017,1.276749457,103.8105415,3150,2022,1,159.5,108.375
2,68.0,1984,1.432031291,103.8314362,1500,2022,12,171.9,99.1
2,82.0,1978,1.329258819,103.9390464,2300,2022,8,168.1,96.45454545454545
2,56.0,1971,1.326740506,103.8575763,1700,2021,8,150.6,74.33333333333333
4,112.0,2017,1.375592498,103.7460213,2950,2021,12,155.7,111.125
3,90.0,2004,1.386528024,103.759279,3700,2023,5,176.2,108.0
4,110.0,2003,1.402191213,103.9054519,2200,2022,7,168.1,101.58333333333333
3,93.0,1981,1.375495196,103.8399475,2500,2022,12,171.9,108.625
4,121.0,1980,1.382440829,103.8395464,3550,2023,6,176.2,108.625
2,70.0,1986,1.349841927,103.9348177,2500,2022,11,171.9,97.83333333333333
3,91.0,1979,1.318038007,103.7645191,2600,2021,4,146.4,75.25
2,68.0,1980,1.332627151,103.9281721,2000,2021,7,150.6,96.45454545454545
3,82.0,1976,1.339515666,103.857051,2100,2022,8,168.1,90.875
2,65.0,1975,1.303705566,103.9114448,3350,2022,10,171.9,77.33333333333333
3,84.0,1985,1.435074739,103.840795,1900,2021,7,150.6,99.1
4,121.0,1996,1.433504242,103.7864961,2150,2021,5,146.4,109.63636363636364
3,93.0,1986,1.36553096,103.8894606,2150,2021,9,150.6,86.11111111111111
3,98.0,1979,1.371015364,103.8418003,2750,2022,1,159.5,108.625
2,68.0,1975,1.346405382,103.7107771,1850,2022,5,163.9,91.46153846153847
3,91.0,1993,1.337387468,103.7385276,2250,2021,7,150.6,129.5
3,93.0,2011,1.404423566,103.9044442,2000,2022,11,171.9,101.58333333333333
5,125.0,2003,1.392590704,103.889372,2600,2021,8,150.6,104.75
3,90.0,2009,1.28362147,103.825391,3350,2021,8,150.6,108.375
2,67.0,1983,1.342273143,103.7401014,2550,2022,7,168.1,129.5
3,90.0,2003,1.285570416,103.8262762,4450,2022,12,171.9,108.375
4,126.0,1995,1.373101278,103.9456745,4200,2023,2,173.6,120.85714285714286
2,67.0,2018,1.3697156,103.8976244,2600,2023,4,176.2,86.11111111111111
3,93.0,2011,1.404448148,103.9054296,2500,2022,5,163.9,101.58333333333333
3,104.0,1988,1.346529142,103.9354537,2100,2021,11,155.7,97.83333333333333
4,120.0,1977,1.309707378,103.7890999,2850,2021,5,146.4,71.2
4,110.0,2002,1.335844658,103.6972932,2500,2021,5,146.4,91.46153846153847
3,92.0,2015,1.395577911,103.8897737,3050,2022,12,171.9,104.75
2,68.0,1988,1.362517529,103.7449467,1750,2021,5,146.4,97.66666666666667
4,122.0,1998,1.436725763,103.7971476,2200,2022,4,163.9,109.63636363636364
2,64.0,1988,1.437125378,103.840329,2950,2022,11,171.9,99.1
2,67.0,1985,1.329870289,103.9092204,1950,2021,6,146.4,96.45454545454545
2,81.0,1986,1.446521069,103.7733905,3150,2023,4,176.2,109.63636363636364
2,67.0,1980,1.307636565,103.7613259,3700,2023,7,178.5,75.25
3,93.0,2017,1.415303053,103.8425968,1900,2021,4,146.4,99.1
2,74.0,1984,1.350010742,103.9528161,2500,2022,10,171.9,97.83333333333333
3,92.0,2004,1.388296543,103.873546,2200,2021,2,142.2,104.75
2,60.0,1971,1.327957357,103.8860804,2400,2023,7,178.5,82.28571428571429
3,85.0,2005,1.384309487,103.8976295,2600,2022,12,171.9,104.75
3,104.0,1985,1.352779845,103.7228586,3050,2022,3,159.5,91.46153846153847
2,67.0,1984,1.359146061,103.8718109,3250,2023,1,173.6,69.0
2,67.0,1984,1.335453532,103.863388,2100,2022,1,159.5,90.875
4,137.0,1993,1.371668683,103.9617637,2100,2022,11,171.9,120.85714285714286
2,52.0,1971,1.326482283,103.8855449,1800,2021,9,150.6,82.28571428571429
2,66.0,1970,1.336746107,103.8576159,1900,2021,12,155.7,90.875
3,95.0,1985,1.350480166,103.8387713,2100,2022,8,168.1,52.5
3,104.0,1983,1.352227945,103.9524374,2200,2022,10,171.9,97.83333333333333
2,73.0,1978,1.322837033,103.9391245,2600,2022,1,159.5,96.45454545454545
4,113.0,2013,1.404290802,103.8983193,3450,2022,11,171.9,101.58333333333333
3,91.0,1976,1.275353433,103.8135883,3450,2022,10,171.9,108.375
2,81.0,1980,1.317978017,103.7678315,3400,2023,2,173.6,75.25
3,104.0,1984,1.358547028,103.8885239,2350,2021,5,146.4,86.11111111111111
2,64.0,1988,1.361343704,103.7512307,3250,2023,7,178.5,97.66666666666667
4,122.0,1997,1.340207482,103.7215343,3150,2023,2,173.6,91.46153846153847
3,91.0,1982,1.316757072,103.8511056,2500,2021,11,155.7,74.33333333333333
2,68.0,1981,1.320574657,103.7682119,2200,2023,5,176.2,75.25
2,72.0,1985,1.360165215,103.8927117,2100,2021,6,146.4,86.11111111111111
2,73.0,1984,1.346023415,103.741411,2100,2022,9,168.1,97.66666666666667
3,113.0,1989,1.376247476,103.8931285,2600,2022,1,159.5,86.11111111111111
3,84.0,1985,1.435074739,103.840795,1600,2022,5,163.9,99.1
3,100.0,2000,1.28049144,103.8121008,2500,2021,11,155.7,108.375
4,111.0,2001,1.42861439,103.794718,3800,2022,10,171.9,109.63636363636364
3,103.0,1994,1.440078172,103.7910757,2500,2021,6,146.4,109.63636363636364
3,90.0,2009,1.381833459,103.8939094,4000,2023,4,176.2,104.75
3,97.0,1997,1.436924425,103.7925688,3850,2023,3,173.6,109.63636363636364
2,73.0,1989,1.374637466,103.7746643,2950,2023,7,178.5,108.0
4,116.0,2000,1.393828076,103.9008794,3450,2022,9,168.1,104.75
2,73.0,1988,1.374941101,103.7748564,2850,2023,4,176.2,108.0
5,163.0,1995,1.430788912,103.7795177,2400,2022,5,163.9,109.63636363636364
3,108.0,1997,1.395083408,103.7483491,2100,2022,2,159.5,111.125
3,91.0,1997,1.380939699,103.7377339,1900,2022,2,159.5,111.125
3,90.0,2003,1.39996998,103.9057512,4200,2023,7,178.5,101.58333333333333
3,90.0,1985,1.358287839,103.7475204,2100,2021,6,146.4,97.66666666666667
4,121.0,1999,1.377093166,103.8778672,2750,2023,2,173.6,86.11111111111111
3,84.0,1986,1.362601611,103.7474249,1900,2021,4,146.4,97.66666666666667
3,94.0,2014,1.399884825,103.9118964,2100,2021,3,142.2,101.58333333333333
3,104.0,1988,1.353945406,103.9321987,2000,2021,5,146.4,97.83333333333333
4,133.0,1985,1.346597858,103.7484484,2850,2021,1,142.2,97.66666666666667
2,67.0,2014,1.375182544,103.900406,3550,2022,12,171.9,86.11111111111111
1,47.0,2015,1.379392247,103.8782839,2100,2023,1,173.6,86.11111111111111
3,100.0,1997,1.371199523,103.8756324,1900,2021,9,150.6,69.0
4,125.0,1989,1.331062759,103.855267,1900,2021,9,150.6,90.875
4,138.0,1992,1.357869082,103.8489229,3000,2022,2,159.5,52.5
2,65.0,1974,1.324418755,103.8581851,1700,2021,2,142.2,74.33333333333333
5,145.0,1996,1.397244183,103.7445013,2550,2021,3,142.2,111.125
3,91.0,1982,1.317679503,103.8849715,2100,2021,11,155.7,82.28571428571429
4,118.0,1997,1.435143175,103.7952105,2250,2021,9,150.6,109.63636363636364
2,60.0,2009,1.282757974,103.8252056,3450,2022,8,168.1,108.375
4,110.0,2001,1.389306839,103.8910983,3350,2023,3,173.6,104.75
3,92.0,1982,1.363718279,103.8509803,2800,2023,5,176.2,108.625
2,67.0,1971,1.332242149,103.8456431,3150,2022,9,168.1,90.875
3,91.0,1980,1.305718723,103.7621678,2400,2021,7,150.6,75.25
4,110.0,2004,1.386685483,103.7597589,2500,2022,11,171.9,108.0
2,67.0,1979,1.366050278,103.8541683,2100,2023,3,173.6,108.625
2,60.0,1985,1.438126441,103.7787005,1800,2021,6,146.4,109.63636363636364
2,82.0,1980,1.307664096,103.7593649,2100,2022,11,171.9,75.25
2,73.0,1984,1.347715743,103.7241842,2300,2022,3,159.5,91.46153846153847
5,144.0,1992,1.367299848,103.9534814,2600,2022,4,163.9,120.85714285714286
4,107.0,2011,1.27784271,103.8409659,3550,2021,1,142.2,59.0
3,101.0,1996,1.341821167,103.952586,2300,2021,10,155.7,97.83333333333333
3,100.0,1998,1.376398889,103.8841007,1600,2021,2,142.2,86.11111111111111
3,84.0,1974,1.331893276,103.8510254,3700,2022,10,171.9,90.875
2,67.0,1984,1.331707221,103.92678,1900,2021,4,146.4,96.45454545454545
2,73.0,1978,1.322837033,103.9391245,2950,2023,6,176.2,96.45454545454545
2,82.0,1980,1.371625702,103.8577361,1800,2022,11,171.9,108.625
2,73.0,1978,1.363434432,103.8909776,1900,2022,5,163.9,86.11111111111111
3,91.0,1992,1.420816854,103.838166,2000,2023,2,173.6,99.1
2,68.0,2015,1.384502431,103.7715374,3700,2023,4,176.2,108.0
4,115.0,1999,1.446150965,103.815652,3600,2023,7,178.5,97.83333333333333
5,146.0,1988,1.426462542,103.8449089,1900,2022,3,159.5,99.1
2,64.0,1986,1.37506139,103.8869105,2400,2021,11,155.7,86.11111111111111
3,126.0,1993,1.38053536,103.7392345,3450,2023,5,176.2,111.125
3,93.0,2014,1.403745397,103.9003189,3450,2023,5,176.2,101.58333333333333
2,60.3,1967,1.331423626,103.8874103,1450,2021,1,142.2,82.28571428571429
2,59.0,1970,1.306160472,103.8014957,2750,2022,6,163.9,71.2
5,130.0,2003,1.396245169,103.9070873,2800,2023,6,176.2,101.58333333333333
2,67.0,1977,1.36754925,103.8367406,3150,2023,7,178.5,108.625
2,67.0,1985,1.331413249,103.9086889,2100,2022,7,168.1,96.45454545454545
1,46.0,1967,1.304220501,103.8004002,1450,2021,2,142.2,71.2
3,83.0,1986,1.321598465,103.7369231,1900,2022,9,168.1,129.5
2,74.0,1984,1.326848469,103.9190156,2400,2023,6,176.2,96.45454545454545
4,110.0,2003,1.273835569,103.8398443,4000,2022,6,163.9,108.375
3,84.0,1974,1.331590056,103.8512951,2600,2022,4,163.9,90.875
5,176.0,1995,1.431164248,103.7811347,2950,2021,7,150.6,109.63636363636364
3,103.0,1984,1.347177014,103.9525872,2300,2021,7,150.6,97.83333333333333
2,68.0,1983,1.304927243,103.7635194,2200,2021,10,155.7,75.25
3,91.0,1974,1.321556727,103.8556661,3050,2023,4,176.2,74.33333333333333
2,67.0,1980,1.32027016,103.7659449,1800,2021,12,155.7,75.25
2,68.0,1980,1.383028759,103.8406691,1750,2021,6,146.4,108.625
2,75.0,2013,1.309456122,103.7699188,1850,2021,2,142.2,75.25
5,143.0,1996,1.373954448,103.9380666,2100,2022,1,159.5,120.85714285714286
3,98.0,1985,1.357545634,103.8732522,3550,2022,12,171.9,69.0
2,68.0,1981,1.361342556,103.8516986,2400,2021,1,142.2,108.625
4,115.0,2000,1.394325494,103.903468,2100,2021,11,155.7,104.75
3,89.0,1985,1.35290197,103.8688354,2100,2021,9,150.6,69.0
3,100.0,1997,1.371957256,103.8752672,2300,2022,3,159.5,69.0
3,104.0,1986,1.325828343,103.9005811,2400,2021,4,146.4,82.28571428571429
4,136.0,1995,1.356442143,103.9580956,2750,2021,8,150.6,97.83333333333333
3,108.0,1996,1.399805063,103.7471453,3700,2023,2,173.6,111.125
2,64.0,1986,1.435135802,103.8288732,1350,2021,9,150.6,99.1
4,110.0,2003,1.395660239,103.909627,2500,2022,1,159.5,101.58333333333333
5,145.0,1993,1.371552104,103.9629932,3450,2023,3,173.6,120.85714285714286
3,103.0,1987,1.419709567,103.8334482,2600,2022,3,159.5,99.1
3,92.0,1985,1.327978774,103.9258048,3000,2021,2,142.2,96.45454545454545
4,110.0,2003,1.400209214,103.7512714,2500,2023,4,176.2,111.125
4,126.0,1993,1.354098271,103.9587521,3350,2022,7,168.1,97.83333333333333
4,110.0,2004,1.44381514,103.8079451,2500,2021,5,146.4,109.63636363636364
2,60.0,1969,1.288171345,103.828454,1450,2021,7,150.6,108.375
4,121.0,1984,1.322089368,103.7689334,2600,2022,3,159.5,75.25
3,91.0,2001,1.342793288,103.698397,2100,2021,6,146.4,91.46153846153847
3,94.0,2013,1.393393644,103.8766449,2600,2022,9,168.1,104.75
3,104.0,1988,1.427675631,103.8465235,1900,2021,8,150.6,99.1
2,59.0,1975,1.30414964,103.912124,2600,2022,1,159.5,77.33333333333333
2,65.0,1982,1.34203351,103.8506489,2000,2021,5,146.4,90.875
3,91.0,1984,1.434997589,103.8311248,2100,2022,1,159.5,99.1
4,121.0,1986,1.347318704,103.8541621,2100,2023,1,173.6,52.5
4,135.0,1995,1.351918325,103.9612759,4200,2023,7,178.5,97.83333333333333
3,97.0,1978,1.310908639,103.7706643,1600,2023,1,173.6,75.25
2,55.0,1969,1.325552536,103.8865328,2600,2022,12,171.9,82.28571428571429
4,130.0,1988,1.426133751,103.8433915,2500,2023,3,173.6,99.1
4,121.0,1985,1.349491164,103.7225451,2950,2022,10,171.9,91.46153846153847
3,102.0,1998,1.343453413,103.7547883,2400,2023,2,173.6,97.66666666666667
3,103.0,1994,1.440461444,103.7910545,3350,2022,4,163.9,109.63636363636364
1,47.0,2019,1.352790912,103.744536,2750,2023,6,176.2,97.66666666666667
2,67.0,1986,1.36553096,103.8894606,1900,2021,11,155.7,86.11111111111111
2,67.0,2012,1.31101769,103.7914519,2550,2021,11,155.7,71.2
2,68.0,1985,1.374843395,103.8969942,2750,2021,11,155.7,86.11111111111111
3,83.0,1972,1.318698325,103.8632322,2500,2022,1,159.5,74.33333333333333
2,67.0,1979,1.366600453,103.8555788,2300,2021,2,142.2,108.625
3,91.0,1985,1.37103632,103.8703609,2100,2021,1,142.2,69.0
4,110.0,2003,1.402191213,103.9054519,2100,2021,4,146.4,101.58333333333333
4,125.0,1992,1.370009081,103.8960577,2600,2021,9,150.6,86.11111111111111
4,110.0,2008,1.300727923,103.7994173,3150,2022,1,159.5,71.2
3,91.0,1980,1.38020079,103.8357557,2600,2022,3,159.5,108.625
5,125.0,2003,1.392849379,103.8888208,2300,2021,12,155.7,104.75
3,95.0,2005,1.389244713,103.8765563,3150,2022,12,171.9,104.75
4,110.0,2001,1.450043994,103.8170033,2400,2022,3,159.5,97.83333333333333
4,124.0,1999,1.402439441,103.7499206,3900,2023,3,173.6,111.125
3,91.0,1982,1.315437621,103.8498177,3150,2022,2,159.5,74.33333333333333
3,93.0,2018,1.430501737,103.7976829,3700,2023,3,173.6,109.63636363636364
3,93.0,2017,1.327053125,103.8605584,2550,2021,5,146.4,74.33333333333333
3,93.0,2013,1.402523182,103.9012959,2400,2021,11,155.7,101.58333333333333
4,131.0,1982,1.374732912,103.8356827,2100,2021,3,142.2,108.625
2,82.0,1979,1.325656284,103.927991,2200,2021,4,146.4,96.45454545454545
4,110.0,2000,1.339206416,103.7033975,2500,2021,12,155.7,91.46153846153847
3,84.0,1986,1.347549415,103.8488805,2950,2021,5,146.4,52.5
4,111.0,2002,1.391571274,103.8844362,2500,2021,8,150.6,104.75
3,92.0,2007,1.381909152,103.8966563,2400,2023,3,173.6,104.75
4,122.0,1987,1.431084969,103.8402478,1800,2021,3,142.2,99.1
2,74.0,1988,1.430268639,103.8400672,1700,2021,1,142.2,99.1
3,104.0,1985,1.425365719,103.8339814,2000,2022,3,159.5,99.1
2,73.0,1989,1.34129441,103.6892708,2500,2023,6,176.2,91.46153846153847
4,137.0,1993,1.371668683,103.9617637,2100,2021,3,142.2,120.85714285714286
2,68.0,1984,1.351252319,103.744795,1800,2022,5,163.9,97.66666666666667
4,120.0,1997,1.351640224,103.8804862,2200,2022,8,168.1,86.11111111111111
3,93.0,1985,1.431280663,103.8318297,2600,2022,6,163.9,99.1
5,143.0,1993,1.330167401,103.9048493,3700,2023,7,178.5,96.45454545454545
3,105.0,2000,1.336072095,103.9348306,3150,2022,12,171.9,96.45454545454545
3,105.0,1996,1.35191878,103.9622669,3050,2023,4,176.2,97.83333333333333
2,69.0,1970,1.293111932,103.8037302,3150,2023,6,176.2,71.2
2,77.0,1971,1.336426604,103.8566081,1900,2021,6,146.4,90.875
2,57.0,1971,1.327676959,103.8862647,2300,2023,5,176.2,82.28571428571429
3,91.0,2002,1.391893984,103.8920923,3600,2023,4,176.2,104.75
4,121.0,1997,1.398630652,103.7460341,2950,2023,6,176.2,111.125
2,72.0,2013,1.32378355,103.7385184,2950,2023,3,173.6,129.5
4,121.0,1992,1.368008219,103.95191,2500,2021,7,150.6,120.85714285714286
4,123.0,1992,1.372736224,103.8946293,4400,2023,6,176.2,86.11111111111111
4,121.0,1987,1.377200478,103.7698528,2400,2022,5,163.9,108.0
4,110.0,2001,1.450043994,103.8170033,2400,2023,2,173.6,97.83333333333333
2,67.0,1985,1.331413249,103.9086889,1900,2022,4,163.9,96.45454545454545
2,67.0,1984,1.337269998,103.8628066,1950,2022,6,163.9,90.875
4,123.0,1994,1.433634725,103.7762941,2950,2023,2,173.6,109.63636363636364
3,90.0,2005,1.39905762,103.9154647,3450,2022,12,171.9,101.58333333333333
5,130.0,2000,1.451583083,103.816245,3550,2023,7,178.5,97.83333333333333
3,107.0,1993,1.36132334,103.9574698,3550,2022,9,168.1,97.83333333333333
5,147.0,1993,1.342315475,103.6952811,2900,2021,9,150.6,91.46153846153847
4,110.0,2001,1.450458438,103.823881,2100,2021,3,142.2,97.83333333333333
3,83.0,1987,1.422547191,103.8363053,1800,2021,3,142.2,99.1
1,47.0,2018,1.419737575,103.8427031,2750,2023,3,173.6,99.1
2,73.0,1984,1.355904136,103.9480246,3050,2023,6,176.2,97.83333333333333
2,70.0,1978,1.327914779,103.9421444,1700,2021,7,150.6,96.45454545454545
2,69.0,1985,1.370513873,103.8823235,1850,2022,11,171.9,86.11111111111111
3,92.0,2017,1.38983599,103.8941541,2600,2021,4,146.4,104.75
2,65.0,1975,1.302648966,103.9121848,3150,2023,3,173.6,77.33333333333333
2,64.0,1986,1.435874166,103.8385037,1350,2021,3,142.2,99.1
3,104.0,1993,1.379568646,103.7443272,2000,2022,7,168.1,111.125
2,68.0,1980,1.328102913,103.9329381,2100,2022,5,163.9,96.45454545454545
1,46.0,2014,1.39930949,103.9007923,2500,2023,2,173.6,101.58333333333333
3,108.0,1995,1.350698906,103.9575157,3450,2023,6,176.2,97.83333333333333
4,118.0,1981,1.30360871,103.7633591,2600,2021,5,146.4,75.25
3,93.0,1980,1.321925016,103.8828604,2850,2023,4,176.2,82.28571428571429
3,90.0,2004,1.456112789,103.8177166,2000,2021,5,146.4,97.83333333333333
4,120.0,1997,1.339804088,103.7206084,3150,2022,5,163.9,91.46153846153847
3,103.0,1998,1.309443155,103.8833363,2850,2023,4,176.2,82.28571428571429
3,92.0,1978,1.369563443,103.8446989,2400,2021,2,142.2,108.625
3,106.0,1989,1.377939318,103.7509154,2000,2023,2,173.6,111.125
3,91.0,2002,1.404117446,103.748355,2600,2023,6,176.2,111.125
4,110.0,2000,1.39338846,103.8980814,2300,2021,4,146.4,104.75
3,90.0,2003,1.393229711,103.891351,2100,2021,2,142.2,104.75
2,68.0,1981,1.376677064,103.838361,1700,2021,2,142.2,108.625
2,69.0,1985,1.350959508,103.7562334,2300,2022,2,159.5,97.66666666666667
4,110.0,2001,1.430584405,103.7962761,2100,2021,10,155.7,109.63636363636364
3,105.0,1996,1.334332462,103.906386,3900,2022,8,168.1,96.45454545454545
4,110.0,2004,1.399331482,103.903712,2400,2022,4,163.9,101.58333333333333
2,73.0,1985,1.355603532,103.9546521,2050,2022,7,168.1,97.83333333333333
3,84.0,1987,1.375745444,103.8854128,2300,2021,11,155.7,86.11111111111111
3,94.0,2001,1.396241314,103.9026328,3800,2023,2,173.6,104.75
3,104.0,1985,1.425023537,103.8339735,3050,2022,4,163.9,99.1
3,96.0,2013,1.401343561,103.903127,2850,2022,11,171.9,101.58333333333333
3,104.0,1987,1.373370225,103.8840994,2600,2022,7,168.1,86.11111111111111
2,68.0,2015,1.379392247,103.8782839,2400,2022,3,159.5,86.11111111111111
3,122.0,1998,1.35591015,103.8451584,2750,2021,11,155.7,52.5
2,68.0,1980,1.308382745,103.7597841,1700,2022,2,159.5,75.25
2,67.0,1970,1.337814657,103.8451309,1900,2021,4,146.4,90.875
4,110.0,2000,1.340974795,103.7016029,2200,2023,3,173.6,91.46153846153847
3,108.0,1984,1.35500407,103.9471214,3550,2022,3,159.5,97.83333333333333
3,101.0,1996,1.343025566,103.9517598,3250,2023,4,176.2,97.83333333333333
3,106.0,1996,1.429120988,103.7733265,2900,2023,7,178.5,109.63636363636364
2,73.0,1985,1.35127412,103.7588715,1450,2021,2,142.2,97.66666666666667
4,132.0,1992,1.358587893,103.8465358,2950,2022,4,163.9,52.5
5,146.0,1987,1.420500376,103.8323761,3350,2023,7,178.5,99.1
3,84.0,1987,1.359154902,103.9474017,2750,2022,7,168.1,97.83333333333333
3,103.0,1997,1.343891048,103.7576892,2600,2022,12,171.9,97.66666666666667
3,75.0,2002,1.273901446,103.8394173,2750,2021,10,155.7,108.375
